"id";"textsuggest";"subtext";"extrasearch";"extradisplay";"type";"action";"value";"popularity";"thumbnail_url";"phonetic"
"CI_1925";"Mumbai";"Asia/Kolkata";;;"Cities";;;12691836;;
"CI_1926";"Bokāro";"Asia/Kolkata";;;"Cities";;;418533;;
"CI_1927";"Bilāspur";"Asia/Kolkata";;;"Cities";;;282705;;
"CI_1928";"Bīkāner";"Asia/Kolkata";;;"Cities";;;576015;;
"CI_1929";"Bijāpur";"Asia/Kolkata";;;"Cities";;;271064;;
"CI_1930";"Bihār Sharīf";"Asia/Kolkata";;;"Cities";;;244230;;
"CI_1931";"Bīdar";"Asia/Kolkata";;;"Cities";;;204071;;
"CI_1932";"Bhusāwal";"Asia/Kolkata";;;"Cities";;;183001;;
"CI_1933";"Bhuj";"Asia/Kolkata";;;"Cities";;;133459;;
"CI_1934";"Bhubaneshwar";"Asia/Kolkata";;;"Cities";;;762243;;
"CI_1935";"Bhopāl";"Asia/Kolkata";;;"Cities";;;1599914;;
"CI_1936";"Bhiwāni";"Asia/Kolkata";;;"Cities";;;190855;;
"CI_1937";"Bhiwandi";"Asia/Kolkata";;;"Cities";;;707035;;
"CI_1938";"Bhind";"Asia/Kolkata";;;"Cities";;;174035;;
"CI_1939";"Bhīmavaram";"Asia/Kolkata";;;"Cities";;;142967;;
"CI_1940";"Bhīlwāra";"Asia/Kolkata";;;"Cities";;;326431;;
"CI_1941";"Bhilai";"Asia/Kolkata";;;"Cities";;;625138;;
"CI_1942";"Bhāvnagar";"Asia/Kolkata";;;"Cities";;;554978;;
"CI_1943";"Bhātpāra";"Asia/Kolkata";;;"Cities";;;483129;;
"CI_1944";"Bhatinda";"Asia/Kolkata";;;"Cities";;;242800;;
"CI_1945";"Bharūch";"Asia/Kolkata";;;"Cities";;;153528;;
"CI_1946";"Bharatpur";"Asia/Kolkata";;;"Cities";;;229384;;
"CI_1947";"Bhāgalpur";"Asia/Kolkata";;;"Cities";;;361548;;
"CI_1948";"Bhadreswar";"Asia/Kolkata";;;"Cities";;;121662;;
"CI_1949";"Bhadrāvati";"Asia/Kolkata";;;"Cities";;;163903;;
"CI_1950";"Bettiah";"Asia/Kolkata";;;"Cities";;;127008;;
"CI_1951";"Bellary";"Asia/Kolkata";;;"Cities";;;336681;;
"CI_1952";"Belgaum";"Asia/Kolkata";;;"Cities";;;428720;;
"CI_1953";"Begusarai";"Asia/Kolkata";;;"Cities";;;103060;;
"CI_1954";"Beāwar";"Asia/Kolkata";;;"Cities";;;130777;;
"CI_1955";"Batāla";"Asia/Kolkata";;;"Cities";;;145468;;
"CI_1956";"Basti";"Asia/Kolkata";;;"Cities";;;115115;;
"CI_1957";"Bārsi";"Asia/Kolkata";;;"Cities";;;110983;;
"CI_1958";"Barnāla";"Asia/Kolkata";;;"Cities";;;105016;;
"CI_1959";"Bareilly";"Asia/Kolkata";;;"Cities";;;745435;;
"CI_1960";"Barddhamān";"Asia/Kolkata";;;"Cities";;;301725;;
"CI_1961";"Bārāsat";"Asia/Kolkata";;;"Cities";;;298127;;
"CI_1962";"Baranagar";"Asia/Kolkata";;;"Cities";;;260072;;
"CI_1963";"Bārākpur";"Asia/Kolkata";;;"Cities";;;148174;;
"CI_1964";"Bānsbāria";"Asia/Kolkata";;;"Cities";;;108474;;
"CI_1965";"Bānkura";"Asia/Kolkata";;;"Cities";;;133966;;
"CI_1966";"Bangaon";"Asia/Kolkata";;;"Cities";;;111693;;
"CI_1967";"Bengalore";"Asia/Kolkata";;;"Cities";;;5104047;;
"CI_1968";"Bānda";"Asia/Kolkata";;;"Cities";;;152218;;
"CI_1969";"Bālurghāt";"Asia/Kolkata";;;"Cities";;;141404;;
"CI_1970";"Bāli";"Asia/Kolkata";;;"Cities";;;296973;;
"CI_1971";"Balasore";"Asia/Kolkata";;;"Cities";;;114321;;
"CI_1972";"Baidyabāti";"Asia/Kolkata";;;"Cities";;;115504;;
"CI_1973";"Bahraich";"Asia/Kolkata";;;"Cities";;;182218;;
"CI_1974";"Baharampur";"Asia/Kolkata";;;"Cities";;;180547;;
"CI_1975";"Bahādurgarh";"Asia/Kolkata";;;"Cities";;;153613;;
"CI_1976";"Bagaha";"Asia/Kolkata";;;"Cities";;;103855;;
"CI_1977";"Badlapur";"Asia/Kolkata";;;"Cities";;;104636;;
"CI_1978";"Āzamgarh";"Asia/Kolkata";;;"Cities";;;116644;;
"CI_1979";"Āvadi";"Asia/Kolkata";;;"Cities";;;250044;;
"CI_1980";"Aurangābād";"Asia/Kolkata";;;"Cities";;;1016441;;
"CI_1981";"Āsansol";"Asia/Kolkata";;;"Cities";;;504271;;
"CI_1982";"Ara";"Asia/Kolkata";;;"Cities";;;223676;;
"CI_1983";"Anantapur";"Asia/Kolkata";;;"Cities";;;240442;;
"CI_1984";"Ānand";"Asia/Kolkata";;;"Cities";;;138009;;
"CI_1985";"Amroha";"Asia/Kolkata";;;"Cities";;;176253;;
"CI_1986";"Amritsar";"Asia/Kolkata";;;"Cities";;;1092450;;
"CI_1987";"Amrāvati";"Asia/Kolkata";;;"Cities";;;603837;;
"CI_1988";"Āmbūr";"Asia/Kolkata";;;"Cities";;;109873;;
"CI_1989";"Ambattūr";"Asia/Kolkata";;;"Cities";;;341049;;
"CI_1990";"Ambāla";"Asia/Kolkata";;;"Cities";;;146787;;
"CI_1991";"Amarnāth";"Asia/Kolkata";;;"Cities";;;217780;;
"CI_1992";"Alwar";"Asia/Kolkata";;;"Cities";;;283228;;
"CI_1993";"Alleppey";"Asia/Kolkata";;;"Cities";;;176783;;
"CI_1994";"Allahābād";"Asia/Kolkata";;;"Cities";;;1073438;;
"CI_1995";"Alīgarh";"Asia/Kolkata";;;"Cities";;;753207;;
"CI_1996";"Alandur";"Asia/Kolkata";;;"Cities";;;153775;;
"CI_1997";"Akola";"Asia/Kolkata";;;"Cities";;;428857;;
"CI_1998";"Ajmer";"Asia/Kolkata";;;"Cities";;;517911;;
"CI_1999";"Āīzawl";"Asia/Kolkata";;;"Cities";;;265331;;
"CI_2000";"Ahmadnagar";"Asia/Kolkata";;;"Cities";;;367140;;
"CI_2001";"Ahmadābād";"Asia/Kolkata";;;"Cities";;;3719710;;
"CI_2002";"Āgra";"Asia/Kolkata";;;"Cities";;;1430055;;
"CI_2003";"Agartala";"Asia/Kolkata";;;"Cities";;;203264;;
"CI_2004";"Ādoni";"Asia/Kolkata";;;"Cities";;;163631;;
"CI_2005";"Ādilābād";"Asia/Kolkata";;;"Cities";;;118526;;
"CI_2006";"Achalpur";"Asia/Kolkata";;;"Cities";;;111278;;
"CI_2007";"Abohar";"Asia/Kolkata";;;"Cities";;;130603;;
"CI_2008";"Haldia";"Asia/Kolkata";;;"Cities";;;170695;;
"CI_2009";"Nangi";"Asia/Kolkata";;;"Cities";;;440894;;
"CI_2010";"Soyībug";"Asia/Kolkata";;;"Cities";;;104000;;
"CI_2011";"Shivaji Nagar";"Asia/Kolkata";;;"Cities";;;1000000;;
"CI_2012";"Mohali";"Asia/Kolkata";;;"Cities";;;123484;;
"CI_2013";"Noida";"Asia/Kolkata";;;"Cities";;;293908;;
"CI_2014";"Singrauli";"Asia/Kolkata";;;"Cities";;;185580;;
"CI_2015";"Jaigaon";"Asia/Kolkata";;;"Cities";;;158664;;
"CI_2016";"Lal Bahadur Nagar";"Asia/Kolkata";;;"Cities";;;261987;;
"CI_2017";"Malkajgiri";"Asia/Kolkata";;;"Cities";;;150000;;
"CI_2018";"Gajuwaka";"Asia/Kolkata";;;"Cities";;;258944;;
"CI_2019";"Quthbullapur";"Asia/Kolkata";;;"Cities";;;225816;;
"CI_2020";"Serilingampalle";"Asia/Kolkata";;;"Cities";;;150525;;
"CI_2021";"Ashoknagar Kalyangarh";"Asia/Kolkata";;;"Cities";;;111475;;
"CI_2022";"Umm Qaşr";"Asia/Baghdad";;;"Cities";;;107620;;
"CI_2023";"Sīnah";"Asia/Baghdad";;;"Cities";;;128776;;
"CI_2024";"Sāmarrā’";"Asia/Baghdad";;;"Cities";;;158508;;
"CI_2025";"Kirkuk";"Asia/Baghdad";;;"Cities";;;601433;;
"CI_2026";"Karbala";"Asia/Baghdad";;;"Cities";;;434450;;
"CI_2027";"Erbil";"Asia/Baghdad";;;"Cities";;;932800;;
"CI_2028";"Ba‘qūbah";"Asia/Baghdad";;;"Cities";;;152550;;
"CI_2029";"Baghdad";"Asia/Baghdad";;;"Cities";;;5672513;;
"CI_2030";"Az Zubayr";"Asia/Baghdad";;;"Cities";;;122676;;
"CI_2031";"As Sulaymānīyah";"Asia/Baghdad";;;"Cities";;;723170;;
"CI_2032";"As Samawah";"Asia/Baghdad";;;"Cities";;;152890;;
"CI_2033";"Ar Ramādī";"Asia/Baghdad";;;"Cities";;;274539;;
"CI_2034";"An Nāşirīyah";"Asia/Baghdad";;;"Cities";;;400249;;
"CI_2035";"An Najaf al Ashraf";"Asia/Baghdad";;;"Cities";;;482576;;
"CI_2036";"Al Mawşil al Jadīdah";"Asia/Baghdad";;;"Cities";;;2065597;;
"CI_2037";"Mosul";"Asia/Baghdad";;;"Cities";;;1739800;;
"CI_2038";"Al Kūt";"Asia/Baghdad";;;"Cities";;;315162;;
"CI_2039";"Al Ḩillah";"Asia/Baghdad";;;"Cities";;;289709;;
"CI_2040";"Al Fāw";"Asia/Baghdad";;;"Cities";;;104569;;
"CI_2041";"Al Fallūjah";"Asia/Baghdad";;;"Cities";;;190159;;
"CI_2042";"Al Başrah";"Asia/Baghdad";;;"Cities";;;2600000;;
"CI_2043";"Al ‘Amārah";"Asia/Baghdad";;;"Cities";;;323302;;
"CI_2044";"Ad Dīwānīyah";"Asia/Baghdad";;;"Cities";;;318801;;
"CI_2045";"Abū Ghurayb";"Asia/Baghdad";;;"Cities";;;900000;;
"CI_2046";"Al Başrat al Qadīmah";"Asia/Baghdad";;;"Cities";;;2015483;;
"CI_2047";"Āzādshahr";"Asia/Tehran";;;"Cities";;;514102;;
"CI_2048";"Kahrīz";"Asia/Tehran";;;"Cities";;;766706;;
"CI_2049";"Qarchak";"Asia/Tehran";;;"Cities";;;251834;;
"CI_2050";"Zanjān";"Asia/Tehran";;;"Cities";;;357471;;
"CI_2051";"Yazd";"Asia/Tehran";;;"Cities";;;477905;;
"CI_2052";"Varāmīn";"Asia/Tehran";;;"Cities";;;179603;;
"CI_2053";"Torbat-e Ḩeydarīyeh";"Asia/Tehran";;;"Cities";;;125633;;
"CI_2054";"Tehrān";"Asia/Tehran";;;"Cities";;;7153309;;
"CI_2055";"Tabrīz";"Asia/Tehran";;;"Cities";;;1424641;;
"CI_2056";"Sīrjān";"Asia/Tehran";;;"Cities";;;207645;;
"CI_2057";"Shīrāz";"Asia/Tehran";;;"Cities";;;1249942;;
"CI_2058";"Shahr-e Kord";"Asia/Tehran";;;"Cities";;;129153;;
"CI_2059";"Semnān";"Asia/Tehran";;;"Cities";;;124826;;
"CI_2060";"Sāveh";"Asia/Tehran";;;"Cities";;;175533;;
"CI_2061";"Shari-i-Tajan";"Asia/Tehran";;;"Cities";;;255396;;
"CI_2062";"Saqqez";"Asia/Tehran";;;"Cities";;;151237;;
"CI_2063";"Sanandaj";"Asia/Tehran";;;"Cities";;;349176;;
"CI_2064";"Sabzevār";"Asia/Tehran";;;"Cities";;;226183;;
"CI_2065";"Rasht";"Asia/Tehran";;;"Cities";;;594590;;
"CI_2066";"Rafsanjān";"Asia/Tehran";;;"Cities";;;147680;;
"CI_2067";"Qūchān";"Asia/Tehran";;;"Cities";;;111752;;
"CI_2068";"Qom";"Asia/Tehran";;;"Cities";;;900000;;
"CI_2069";"Qazvīn";"Asia/Tehran";;;"Cities";;;333635;;
"CI_2070";"Pārsābād";"Asia/Tehran";;;"Cities";;;101661;;
"CI_2071";"Orūmīyeh";"Asia/Tehran";;;"Cities";;;577307;;
"CI_2072";"Neyshābūr";"Asia/Tehran";;;"Cities";;;220929;;
"CI_2073";"Naz̧arābād";"Asia/Tehran";;;"Cities";;;213388;;
"CI_2074";"Mīāndowāb";"Asia/Tehran";;;"Cities";;;132819;;
"CI_2075";"Masjed Soleymān";"Asia/Tehran";;;"Cities";;;111510;;
"CI_2076";"Mashhad";"Asia/Tehran";;;"Cities";;;2307177;;
"CI_2077";"Marand";"Asia/Tehran";;;"Cities";;;124191;;
"CI_2078";"Malāyer";"Asia/Tehran";;;"Cities";;;176573;;
"CI_2079";"Mahābād";"Asia/Tehran";;;"Cities";;;162434;;
"CI_2080";"Kūhdasht";"Asia/Tehran";;;"Cities";;;100208;;
"CI_2081";"Khvoy";"Asia/Tehran";;;"Cities";;;175370;;
"CI_2082";"Khorramshahr";"Asia/Tehran";;;"Cities";;;330606;;
"CI_2083";"Khorramābād";"Asia/Tehran";;;"Cities";;;329825;;
"CI_2084";"Kermānshāh";"Asia/Tehran";;;"Cities";;;621100;;
"CI_2085";"Kermān";"Asia/Tehran";;;"Cities";;;577514;;
"CI_2086";"Kāshān";"Asia/Tehran";;;"Cities";;;272359;;
"CI_2087";"Karaj";"Asia/Tehran";;;"Cities";;;1448075;;
"CI_2088";"Īlām";"Asia/Tehran";;;"Cities";;;140940;;
"CI_2089";"Hamadān";"Asia/Tehran";;;"Cities";;;528256;;
"CI_2090";"Gorgān";"Asia/Tehran";;;"Cities";;;244937;;
"CI_2091";"Gonbad-e Qābūs";"Asia/Tehran";;;"Cities";;;131416;;
"CI_2092";"Shāhrūd";"Asia/Tehran";;;"Cities";;;131889;;
"CI_2093";"Bandar Būshehr";"Asia/Tehran";;;"Cities";;;165377;;
"CI_2094";"Būkān";"Asia/Tehran";;;"Cities";;;213331;;
"CI_2095";"Borūjerd";"Asia/Tehran";;;"Cities";;;251958;;
"CI_2096";"Bojnūrd";"Asia/Tehran";;;"Cities";;;192041;;
"CI_2097";"Bīrjand";"Asia/Tehran";;;"Cities";;;196982;;
"CI_2098";"Bāneh";"Asia/Tehran";;;"Cities";;;104799;;
"CI_2099";"Bandar-e Anzalī";"Asia/Tehran";;;"Cities";;;110826;;
"CI_2100";"Bandar ‘Abbās";"Asia/Tehran";;;"Cities";;;352173;;
"CI_2101";"Bābol";"Asia/Tehran";;;"Cities";;;202796;;
"CI_2102";"Ardabīl";"Asia/Tehran";;;"Cities";;;410753;;
"CI_2103";"Arāk";"Asia/Tehran";;;"Cities";;;503647;;
"CI_2104";"Āmol";"Asia/Tehran";;;"Cities";;;199382;;
"CI_2105";"Ahvāz";"Asia/Tehran";;;"Cities";;;841145;;
"CI_2106";"Ābādān";"Asia/Tehran";;;"Cities";;;370180;;
"CI_2107";"Shāhreẕā";"Asia/Tehran";;;"Cities";;;100790;;
"CI_2108";"Najafābād";"Asia/Tehran";;;"Cities";;;223450;;
"CI_2109";"Khomeynī Shahr";"Asia/Tehran";;;"Cities";;;277334;;
"CI_2110";"Eşfahān";"Asia/Tehran";;;"Cities";;;1547164;;
"CI_2111";"Zābol";"Asia/Tehran";;;"Cities";;;121989;;
"CI_2112";"Zāhedān";"Asia/Tehran";;;"Cities";;;551980;;
"CI_2113";"Īrānshahr";"Asia/Tehran";;;"Cities";;;131232;;
"CI_2114";"Reykjavík";"Atlantic/Reykjavik";;;"Cities";;;113906;;
"CI_2115";"Siracusa";"Europe/Rome";;;"Cities";;;123657;;
"CI_2116";"Reggio di Calabria";"Europe/Rome";;;"Cities";;;180353;;
"CI_2117";"Palermo";"Europe/Rome";;;"Cities";;;672175;;
"CI_2118";"Messina";"Europe/Rome";;;"Cities";;;252026;;
"CI_2119";"Catania";"Europe/Rome";;;"Cities";;;313110;;
"CI_2120";"Cagliari";"Europe/Rome";;;"Cities";;;164249;;
"CI_2121";"Vicenza";"Europe/Rome";;;"Cities";;;107223;;
"CI_2122";"Verona";"Europe/Rome";;;"Cities";;;253208;;
"CI_2123";"Venice";"Europe/Rome";;;"Cities";;;270816;;
"CI_2124";"Trieste";"Europe/Rome";;;"Cities";;;211184;;
"CI_2125";"Trento";"Europe/Rome";;;"Cities";;;104946;;
"CI_2126";"Torino";"Europe/Rome";;;"Cities";;;865263;;
"CI_2127";"Terni";"Europe/Rome";;;"Cities";;;105018;;
"CI_2128";"Taranto";"Europe/Rome";;;"Cities";;;202033;;
"CI_2129";"Sassari";"Europe/Rome";;;"Cities";;;120729;;
"CI_2130";"Salerno";"Europe/Rome";;;"Cities";;;138188;;
"CI_2131";"Roma";"Europe/Rome";;;"Cities";;;2563241;;
"CI_2132";"Rimini";"Europe/Rome";;;"Cities";;;128656;;
"CI_2133";"Reggio nell'Emilia";"Europe/Rome";;;"Cities";;;141877;;
"CI_2134";"Ravenna";"Europe/Rome";;;"Cities";;;134631;;
"CI_2135";"Prato";"Europe/Rome";;;"Cities";;;172499;;
"CI_2136";"Pinocchio di Ancona";"Europe/Rome";;;"Cities";;;102117;;
"CI_2137";"Pescara";"Europe/Rome";;;"Cities";;;116286;;
"CI_2138";"Perugia";"Europe/Rome";;;"Cities";;;149125;;
"CI_2139";"Parma";"Europe/Rome";;;"Cities";;;163457;;
"CI_2140";"Padova";"Europe/Rome";;;"Cities";;;204870;;
"CI_2141";"Novara";"Europe/Rome";;;"Cities";;;100910;;
"CI_2142";"Napoli";"Europe/Rome";;;"Cities";;;988972;;
"CI_2143";"Monza";"Europe/Rome";;;"Cities";;;120204;;
"CI_2144";"Modena";"Europe/Rome";;;"Cities";;;175502;;
"CI_2145";"Milano";"Europe/Rome";;;"Cities";;;1306661;;
"CI_2146";"Mestre";"Europe/Rome";;;"Cities";;;176000;;
"CI_2147";"Livorno";"Europe/Rome";;;"Cities";;;156274;;
"CI_2148";"Latina";"Europe/Rome";;;"Cities";;;107898;;
"CI_2149";"Genova";"Europe/Rome";;;"Cities";;;601951;;
"CI_2150";"Forlì";"Europe/Rome";;;"Cities";;;108335;;
"CI_2151";"Foggia";"Europe/Rome";;;"Cities";;;155203;;
"CI_2152";"Florence";"Europe/Rome";;;"Cities";;;371517;;
"CI_2153";"Ferrara";"Europe/Rome";;;"Cities";;;130992;;
"CI_2154";"Brescia";"Europe/Rome";;;"Cities";;;187567;;
"CI_2155";"Bologna";"Europe/Rome";;;"Cities";;;371217;;
"CI_2156";"Bergamo";"Europe/Rome";;;"Cities";;;113143;;
"CI_2157";"Bari";"Europe/Rome";;;"Cities";;;316532;;
"CI_2158";"Ancona";"Europe/Rome";;;"Cities";;;100507;;
"CI_2159";"Spanish Town";"America/Jamaica";;;"Cities";;;145018;;
"CI_2160";"Portmore";"America/Jamaica";;;"Cities";;;102861;;
"CI_2161";"New Kingston";"America/Jamaica";;;"Cities";;;583958;;
"CI_2162";"Kingston";"America/Jamaica";;;"Cities";;;937700;;
"CI_2163";"Wādī as Sīr";"Asia/Amman";;;"Cities";;;181212;;
"CI_2164";"Irbid";"Asia/Amman";;;"Cities";;;307480;;
"CI_2165";"Az Zarqā’";"Asia/Amman";;;"Cities";;;792665;;
"CI_2166";"Amman";"Asia/Amman";;;"Cities";;;1275857;;
"CI_2167";"‘Ajlūn";"Asia/Amman";;;"Cities";;;125557;;
"CI_2168";"Russeifa";"Asia/Amman";;;"Cities";;;268237;;
"CI_2169";"Atsugi";"Asia/Tokyo";;;"Cities";;;229199;;
"CI_2170";"Akashi";"Asia/Tokyo";;;"Cities";;;297279;;
"CI_2171";"Zama";"Asia/Tokyo";;;"Cities";;;134671;;
"CI_2172";"Yono";"Asia/Tokyo";;;"Cities";;;1077730;;
"CI_2173";"Yonago";"Asia/Tokyo";;;"Cities";;;141368;;
"CI_2174";"Yokosuka";"Asia/Tokyo";;;"Cities";;;428992;;
"CI_2175";"Yokohama-shi";"Asia/Tokyo";;;"Cities";;;3574443;;
"CI_2176";"Yokkaichi";"Asia/Tokyo";;;"Cities";;;295841;;
"CI_2177";"Yatsushiro";"Asia/Tokyo";;;"Cities";;;104341;;
"CI_2178";"Yao";"Asia/Tokyo";;;"Cities";;;273213;;
"CI_2179";"Yamaguchi-shi";"Asia/Tokyo";;;"Cities";;;145515;;
"CI_2180";"Yaizu";"Asia/Tokyo";;;"Cities";;;121057;;
"CI_2181";"Utsunomiya-shi";"Asia/Tokyo";;;"Cities";;;449865;;
"CI_2182";"Urayasu";"Asia/Tokyo";;;"Cities";;;143758;;
"CI_2183";"Uji";"Asia/Tokyo";;;"Cities";;;192925;;
"CI_2184";"Ueda";"Asia/Tokyo";;;"Cities";;;126606;;
"CI_2185";"Ube";"Asia/Tokyo";;;"Cities";;;173733;;
"CI_2186";"Tsu-shi";"Asia/Tokyo";;;"Cities";;;163461;;
"CI_2187";"Toyota";"Asia/Tokyo";;;"Cities";;;362383;;
"CI_2188";"Toyonaka";"Asia/Tokyo";;;"Cities";;;384459;;
"CI_2189";"Toyokawa";"Asia/Tokyo";;;"Cities";;;120537;;
"CI_2190";"Toyohashi";"Asia/Tokyo";;;"Cities";;;378374;;
"CI_2191";"Toyama-shi";"Asia/Tokyo";;;"Cities";;;325532;;
"CI_2192";"Tottori";"Asia/Tokyo";;;"Cities";;;154098;;
"CI_2193";"Tondabayashi";"Asia/Tokyo";;;"Cities";;;132873;;
"CI_2194";"Tokyo";"Asia/Tokyo";;;"Cities";;;8336599;;
"CI_2195";"Tokuyama";"Asia/Tokyo";;;"Cities";;;101133;;
"CI_2196";"Tokushima-shi";"Asia/Tokyo";;;"Cities";;;267345;;
"CI_2197";"Tokorozawa";"Asia/Tokyo";;;"Cities";;;339435;;
"CI_2198";"Nishi-Tokyo-shi";"Asia/Tokyo";;;"Cities";;;195164;;
"CI_2199";"Takatsuki";"Asia/Tokyo";;;"Cities";;;354468;;
"CI_2200";"Takasaki";"Asia/Tokyo";;;"Cities";;;240857;;
"CI_2201";"Takarazuka";"Asia/Tokyo";;;"Cities";;;219789;;
"CI_2202";"Takaoka";"Asia/Tokyo";;;"Cities";;;170077;;
"CI_2203";"Takamatsu-shi";"Asia/Tokyo";;;"Cities";;;334223;;
"CI_2204";"Tajimi";"Asia/Tokyo";;;"Cities";;;107818;;
"CI_2205";"Tachikawa";"Asia/Tokyo";;;"Cities";;;173695;;
"CI_2206";"Suzuka";"Asia/Tokyo";;;"Cities";;;191477;;
"CI_2207";"Suita";"Asia/Tokyo";;;"Cities";;;351630;;
"CI_2208";"Sōka";"Asia/Tokyo";;;"Cities";;;231445;;
"CI_2209";"Shizuoka-shi";"Asia/Tokyo";;;"Cities";;;701561;;
"CI_2210";"Shinagawa-ku";"Asia/Tokyo";;;"Cities";;;360000;;
"CI_2211";"Shimonoseki";"Asia/Tokyo";;;"Cities";;;245786;;
"CI_2212";"Shimminatochō";"Asia/Tokyo";;;"Cities";;;375339;;
"CI_2213";"Seto";"Asia/Tokyo";;;"Cities";;;134246;;
"CI_2214";"Sasebo";"Asia/Tokyo";;;"Cities";;;237444;;
"CI_2215";"Sanda";"Asia/Tokyo";;;"Cities";;;132858;;
"CI_2216";"Sakata";"Asia/Tokyo";;;"Cities";;;100446;;
"CI_2217";"Sakai";"Asia/Tokyo";;;"Cities";;;782339;;
"CI_2218";"Sagamihara";"Asia/Tokyo";;;"Cities";;;648801;;
"CI_2219";"Saga-shi";"Asia/Tokyo";;;"Cities";;;165236;;
"CI_2220";"Oyama";"Asia/Tokyo";;;"Cities";;;159936;;
"CI_2221";"Ōtsu-shi";"Asia/Tokyo";;;"Cities";;;298164;;
"CI_2222";"Ōta";"Asia/Tokyo";;;"Cities";;;152104;;
"CI_2223";"Ōsaka-shi";"Asia/Tokyo";;;"Cities";;;2592413;;
"CI_2224";"Ōmuta";"Asia/Tokyo";;;"Cities";;;131974;;
"CI_2225";"Ōme";"Asia/Tokyo";;;"Cities";;;149323;;
"CI_2226";"Okazaki";"Asia/Tokyo";;;"Cities";;;352361;;
"CI_2227";"Okayama-shi";"Asia/Tokyo";;;"Cities";;;639652;;
"CI_2228";"Ōita-shi";"Asia/Tokyo";;;"Cities";;;448907;;
"CI_2229";"Ōgaki";"Asia/Tokyo";;;"Cities";;;150570;;
"CI_2230";"Odawara";"Asia/Tokyo";;;"Cities";;;203035;;
"CI_2231";"Numazu";"Asia/Tokyo";;;"Cities";;;204318;;
"CI_2232";"Noda";"Asia/Tokyo";;;"Cities";;;121411;;
"CI_2233";"Nobeoka";"Asia/Tokyo";;;"Cities";;;121949;;
"CI_2234";"Nishio";"Asia/Tokyo";;;"Cities";;;103337;;
"CI_2235";"Nishinomiya";"Asia/Tokyo";;;"Cities";;;468925;;
"CI_2236";"Niihama";"Asia/Tokyo";;;"Cities";;;123059;;
"CI_2237";"Niigata-shi";"Asia/Tokyo";;;"Cities";;;505272;;
"CI_2238";"Nerima";"Asia/Tokyo";;;"Cities";;;686237;;
"CI_2239";"Nara-shi";"Asia/Tokyo";;;"Cities";;;367353;;
"CI_2240";"Naha-shi";"Asia/Tokyo";;;"Cities";;;300795;;
"CI_2241";"Nagoya-shi";"Asia/Tokyo";;;"Cities";;;2191279;;
"CI_2242";"Nagasaki-shi";"Asia/Tokyo";;;"Cities";;;410204;;
"CI_2243";"Nagareyama";"Asia/Tokyo";;;"Cities";;;156000;;
"CI_2244";"Nagaoka";"Asia/Tokyo";;;"Cities";;;195318;;
"CI_2245";"Nagano-shi";"Asia/Tokyo";;;"Cities";;;360176;;
"CI_2246";"Musashino";"Asia/Tokyo";;;"Cities";;;137479;;
"CI_2247";"Moriguchi";"Asia/Tokyo";;;"Cities";;;148350;;
"CI_2248";"Miyazaki-shi";"Asia/Tokyo";;;"Cities";;;311203;;
"CI_2249";"Miyakonojō";"Asia/Tokyo";;;"Cities";;;130994;;
"CI_2250";"Mitaka-shi";"Asia/Tokyo";;;"Cities";;;182901;;
"CI_2251";"Mishima";"Asia/Tokyo";;;"Cities";;;113479;;
"CI_2252";"Mino";"Asia/Tokyo";;;"Cities";;;129127;;
"CI_2253";"Minami-rinkan";"Asia/Tokyo";;;"Cities";;;224015;;
"CI_2254";"Matsuzaka";"Asia/Tokyo";;;"Cities";;;124613;;
"CI_2255";"Matsumoto";"Asia/Tokyo";;;"Cities";;;210667;;
"CI_2256";"Matsue-shi";"Asia/Tokyo";;;"Cities";;;156811;;
"CI_2257";"Matsudo";"Asia/Tokyo";;;"Cities";;;470277;;
"CI_2258";"Matsubara";"Asia/Tokyo";;;"Cities";;;130855;;
"CI_2259";"Maebashi-shi";"Asia/Tokyo";;;"Cities";;;282711;;
"CI_2260";"Machida";"Asia/Tokyo";;;"Cities";;;399969;;
"CI_2261";"Kyoto";"Asia/Tokyo";;;"Cities";;;1459640;;
"CI_2262";"Kuwana";"Asia/Tokyo";;;"Cities";;;113107;;
"CI_2263";"Kusatsu";"Asia/Tokyo";;;"Cities";;;127680;;
"CI_2264";"Kurume";"Asia/Tokyo";;;"Cities";;;238197;;
"CI_2265";"Kure";"Asia/Tokyo";;;"Cities";;;196624;;
"CI_2266";"Kurashiki";"Asia/Tokyo";;;"Cities";;;437581;;
"CI_2267";"Kumamoto-shi";"Asia/Tokyo";;;"Cities";;;680423;;
"CI_2268";"Kumagaya";"Asia/Tokyo";;;"Cities";;;155813;;
"CI_2269";"Koshigaya";"Asia/Tokyo";;;"Cities";;;317437;;
"CI_2270";"Kōnan";"Asia/Tokyo";;;"Cities";;;100389;;
"CI_2271";"Komatsu";"Asia/Tokyo";;;"Cities";;;109045;;
"CI_2272";"Komaki";"Asia/Tokyo";;;"Cities";;;151025;;
"CI_2273";"Kokubunji";"Asia/Tokyo";;;"Cities";;;118682;;
"CI_2274";"Koganei";"Asia/Tokyo";;;"Cities";;;115967;;
"CI_2275";"Kōfu-shi";"Asia/Tokyo";;;"Cities";;;190000;;
"CI_2276";"Kodaira";"Asia/Tokyo";;;"Cities";;;187368;;
"CI_2277";"Kōchi-shi";"Asia/Tokyo";;;"Cities";;;335570;;
